"Date","Price","Open","High","Low","Vol.","Change %"
"05/27/2008","2,754.12","2,739.74","2,770.17","2,726.86","875.80M","0.33%"
"05/26/2008","2,745.09","2,812.51","2,812.51","2,742.32","988.10M","-3.28%"
"05/23/2008","2,838.05","2,831.78","2,871.79","2,805.69","1.37B","-0.11%"
"05/22/2008","2,841.15","2,848.52","2,891.90","2,829.28","1.47B","-1.76%"
"05/21/2008","2,892.09","2,809.95","2,909.16","2,752.15","1.62B","1.98%"
"05/20/2008","2,835.82","2,976.03","3,008.03","2,829.19","1.45B","-4.80%"
"05/19/2008","2,978.66","2,999.41","3,001.23","2,945.39","997.40M","-1.02%"
"05/16/2008","3,009.21","3,008.20","3,036.00","2,977.70","1.36B","0.12%"
"05/15/2008","3,005.65","3,050.15","3,075.22","3,004.78","1.70B","-0.72%"
"05/14/2008","3,027.38","2,917.85","3,027.80","2,917.85","1.85B","3.50%"
"05/13/2008","2,924.96","2,898.01","2,985.46","2,891.73","1.83B","-2.22%"
"05/12/2008","2,991.32","2,915.26","3,033.54","2,884.57","1.63B","0.44%"
"05/09/2008","2,978.19","3,065.59","3,071.79","2,932.14","2.19B","-1.95%"
"05/08/2008","3,037.50","2,940.34","3,038.77","2,929.24","1.85B","1.94%"
"05/07/2008","2,979.82","3,108.09","3,158.45","2,979.51","2.30B","-4.76%"
"05/06/2008","3,128.81","3,136.37","3,184.11","3,089.01","2.44B","-1.27%"
"05/05/2008","3,169.08","3,169.01","3,179.54","3,112.02","2.60B","1.39%"
"04/30/2008","3,125.53","2,981.78","3,135.72","2,978.27","3.59B","5.56%"
"04/29/2008","2,960.89","2,896.50","2,973.10","2,894.65","1.95B","1.45%"
"04/28/2008","2,918.61","2,936.43","2,975.34","2,911.04","2.28B","-2.22%"
"04/25/2008","2,984.96","2,983.37","3,075.82","2,948.17","4.08B","0.13%"
"04/24/2008","2,981.19","2,948.97","2,987.52","2,880.27","5.16B","9.67%"
"04/23/2008","2,718.25","2,561.95","2,730.93","2,546.15","2.33B","4.72%"
