"Date","Price","Open","High","Low","Vol.","Change %"
"03/05/2020","3,018.07","2,966.69","3,023.12","2,956.65","6.05B","2.39%"
"03/04/2020","2,947.57","2,921.07","2,949.57","2,919.37","4.26B","0.89%"
"03/03/2020","2,921.44","2,941.68","2,948.55","2,910.76","5.32B","0.47%"
"03/02/2020","2,907.89","2,837.77","2,922.95","2,837.77","5.49B","3.08%"
"02/28/2020","2,821.04","2,860.28","2,880.79","2,818.43","5.85B","-3.12%"
"02/27/2020","2,912.04","2,904.87","2,927.20","2,903.75","4.22B","0.36%"
"02/26/2020","2,901.67","2,877.46","2,930.02","2,872.83","6.30B","-0.26%"
"02/25/2020","2,909.32","2,891.98","2,912.16","2,869.64","5.32B","-0.71%"
"02/24/2020","2,930.03","2,949.98","2,953.29","2,922.16","4.86B","-1.28%"
"02/21/2020","2,968.14","2,965.60","2,991.06","2,959.51","4.69B","-0.34%"
"02/20/2020","2,978.18","2,931.37","2,981.27","2,920.80","5.02B","1.86%"
"02/19/2020","2,923.76","2,917.12","2,942.35","2,914.59","4.03B","-0.02%"
"02/18/2020","2,924.40","2,940.65","2,944.43","2,914.96","3.81B","-0.87%"
"02/17/2020","2,950.07","2,901.69","2,950.28","2,898.59","4.53B","1.90%"
"02/14/2020","2,895.06","2,870.71","2,900.20","2,870.63","3.51B","0.68%"
"02/13/2020","2,875.48","2,898.40","2,906.72","2,871.26","3.74B","-0.69%"
"02/12/2020","2,895.59","2,876.67","2,895.93","2,870.77","3.12B","0.55%"
"02/11/2020","2,879.86","2,858.92","2,893.07","2,854.07","3.60B","1.05%"
"02/10/2020","2,850.06","2,826.80","2,854.83","2,817.77","3.37B","-0.06%"
"02/07/2020","2,851.71","2,836.80","2,851.82","2,819.67","3.44B","-0.11%"
"02/06/2020","2,854.89","2,829.51","2,866.39","2,809.37","4.21B","1.49%"
"02/05/2020","2,812.90","2,803.74","2,833.21","2,782.42","4.42B","0.65%"
"02/04/2020","2,794.66","2,724.13","2,796.71","2,724.13","5.70B","2.48%"
"02/03/2020","2,727.09","2,676.01","2,755.84","2,676.01","5.86B","-7.00%"
"01/23/2020","2,932.49","2,993.77","2,993.77","2,910.39","4.28B","-2.83%"
"01/22/2020","3,017.88","2,996.81","3,023.90","2,965.66","3.32B","0.19%"
"01/21/2020","3,012.11","3,048.95","3,050.82","3,011.18","3.28B","-1.76%"
"01/20/2020","3,065.99","3,070.67","3,072.29","3,054.45","2.73B","0.42%"
"01/17/2020","3,053.17","3,054.04","3,067.56","3,042.59","2.33B","0.33%"
"01/16/2020","3,043.09","3,067.95","3,068.20","3,039.07","2.83B","-0.49%"
"01/15/2020","3,058.01","3,078.25","3,086.97","3,052.70","2.81B","-0.73%"
"01/14/2020","3,080.60","3,097.72","3,108.18","3,078.46","3.51B","-0.31%"
"01/13/2020","3,090.13","3,069.68","3,090.13","3,054.88","2.93B","0.73%"
"01/10/2020","3,067.88","3,079.08","3,081.96","3,058.16","2.85B","0.01%"
"01/09/2020","3,067.55","3,060.77","3,071.54","3,055.99","3.32B","0.98%"
"01/08/2020","3,037.85","3,058.36","3,058.70","3,030.10","3.77B","-1.18%"
"01/07/2020","3,074.02","3,063.75","3,080.27","3,061.56","3.44B","0.56%"
"01/06/2020","3,056.84","3,062.28","3,090.84","3,040.19","4.77B","-0.70%"
"01/03/2020","3,078.28","3,097.25","3,097.41","3,072.11","3.72B","-0.41%"
"01/02/2020","3,090.83","3,073.93","3,107.52","3,073.93","5.00B","0.90%"
"12/31/2019","3,063.22","3,057.30","3,065.38","3,043.93","3.11B","0.02%"
"12/30/2019","3,062.75","3,016.20","3,065.25","3,007.96","4.37B","1.49%"
"12/27/2019","3,017.78","3,012.03","3,047.61","3,012.03","3.44B","0.20%"
"12/26/2019","3,011.64","2,986.31","3,011.64","2,985.53","2.31B","0.86%"
"12/25/2019","2,986.00","2,993.36","2,993.56","2,976.91","2.14B","-0.36%"
"12/24/2019","2,996.76","2,985.62","2,999.08","2,982.42","2.23B","0.42%"
"12/23/2019","2,984.24","3,015.29","3,028.56","2,982.02","2.75B","-0.94%"
"12/20/2019","3,012.63","3,022.12","3,033.56","3,009.38","2.51B","-0.17%"
"12/19/2019","3,017.71","3,027.67","3,029.70","3,009.87","2.69B","-0.27%"
"12/18/2019","3,025.78","3,031.89","3,041.83","3,020.95","3.25B","-0.24%"
"12/17/2019","3,033.14","3,000.78","3,053.83","2,991.08","4.73B","1.13%"
"12/16/2019","2,999.20","2,999.50","2,999.53","2,983.19","3.34B","-0.24%"
"12/13/2019","3,006.31","2,968.86","3,006.31","2,967.85","4.19B","2.32%"
"12/12/2019","2,938.04","2,954.40","2,954.40","2,934.00","2.07B","-0.39%"
"12/11/2019","2,949.65","2,947.54","2,953.94","2,934.04","2.36B","0.43%"
"12/10/2019","2,936.99","2,925.95","2,937.78","2,923.75","2.02B","0.13%"
"12/09/2019","2,933.04","2,944.16","2,945.27","2,923.79","2.50B","-0.23%"
"12/06/2019","2,939.82","2,928.36","2,939.82","2,922.43","2.14B","0.61%"
"12/05/2019","2,921.95","2,912.94","2,927.34","2,907.77","2.25B","0.72%"
"12/04/2019","2,901.07","2,902.13","2,903.94","2,887.84","1.94B","-0.29%"
"12/03/2019","2,909.62","2,892.42","2,909.95","2,876.52","1.91B","0.35%"
"12/02/2019","2,899.44","2,896.51","2,913.74","2,893.42","2.13B","0.16%"
"11/29/2019","2,894.72","2,923.45","2,927.25","2,879.93","2.08B","-1.22%"
"11/28/2019","2,930.48","2,945.34","2,952.26","2,922.55","1.78B","-0.47%"
"11/27/2019","2,944.32","2,948.34","2,953.39","2,933.28","2.04B","-0.08%"
"11/26/2019","2,946.57","2,962.37","2,965.39","2,943.55","3.02B","-0.16%"
"11/25/2019","2,951.25","2,926.15","2,951.79","2,925.40","3.33B","0.99%"
"11/22/2019","2,922.27","2,952.77","2,967.78","2,913.18","2.68B","-0.92%"
"11/21/2019","2,949.34","2,957.07","2,957.35","2,940.15","2.19B","-0.63%"
"11/20/2019","2,968.12","2,991.42","2,996.51","2,962.71","2.25B","-1.09%"
"11/19/2019","3,000.75","2,973.57","3,000.75","2,973.57","2.43B","0.66%"
"11/18/2019","2,980.95","2,954.78","2,985.97","2,949.47","2.39B","0.89%"
"11/15/2019","2,954.70","2,972.48","2,976.37","2,953.76","2.20B","-0.47%"
"11/14/2019","2,968.57","2,975.48","2,980.70","2,964.92","2.21B","0.03%"
"11/13/2019","2,967.67","2,967.62","2,976.26","2,955.10","2.26B","-0.12%"
"11/12/2019","2,971.36","2,973.00","2,978.17","2,954.78","2.05B","0.19%"
"11/11/2019","2,965.71","2,995.14","2,995.14","2,962.68","2.85B","-1.55%"
"11/08/2019","3,012.46","3,052.69","3,055.60","3,011.37","2.83B","-0.69%"
"11/07/2019","3,033.30","3,034.16","3,044.72","3,021.69","2.33B","0.02%"
"11/06/2019","3,032.79","3,041.42","3,045.46","3,024.75","2.92B","-0.24%"
"11/05/2019","3,039.98","3,024.87","3,065.93","3,015.80","3.84B","0.59%"
"11/04/2019","3,022.27","3,012.94","3,025.64","3,011.20","3.09B","0.65%"
"11/01/2019","3,002.65","2,953.74","3,005.18","2,947.60","2.89B","1.62%"
"10/31/2019","2,954.73","2,964.91","2,966.59","2,948.33","2.63B","0.09%"
"10/30/2019","2,952.12","2,966.76","2,971.90","2,946.97","2.18B","-0.54%"
"10/29/2019","2,968.28","2,982.45","2,984.35","2,968.21","2.18B","-0.44%"
"10/28/2019","2,981.36","2,967.63","2,984.94","2,962.40","2.85B","0.48%"
"10/25/2019","2,967.05","2,955.51","2,970.54","2,935.06","2.45B","0.27%"
"10/24/2019","2,959.03","2,963.34","2,976.37","2,945.68","2.45B","0.16%"
"10/23/2019","2,954.31","2,969.98","2,977.68","2,945.84","2.26B","-0.64%"
"10/22/2019","2,973.22","2,983.84","2,983.84","2,956.90","2.10B","0.15%"
"10/21/2019","2,968.91","2,957.97","2,973.79","2,950.30","2.42B","0.19%"
"10/18/2019","2,963.18","3,020.01","3,027.61","2,961.13","2.46B","-1.61%"
"10/17/2019","3,011.75","3,009.69","3,018.65","2,997.84","1.89B","0.23%"
"10/16/2019","3,004.72","3,015.17","3,043.45","2,999.38","2.63B","-0.35%"
"10/15/2019","3,015.42","3,018.86","3,019.29","3,005.87","2.54B","0.06%"
"10/14/2019","3,013.53","3,007.36","3,040.50","2,997.66","4.25B","1.02%"
"10/11/2019","2,983.12","2,952.47","2,989.75","2,945.01","3.12B","1.44%"
"10/10/2019","2,940.80","2,917.82","2,944.02","2,910.35","2.20B","0.61%"
"10/09/2019","2,922.98","2,908.17","2,931.64","2,896.26","2.61B","0.02%"
"10/08/2019","2,922.35","2,898.53","2,938.87","2,898.53","2.50B","0.85%"
"09/30/2019","2,897.70","2,917.07","2,933.51","2,897.68","1.92B","-1.08%"
"09/27/2019","2,929.47","2,929.32","2,934.33","2,916.07","2.30B","0.05%"
"09/26/2019","2,927.88","2,939.68","2,952.87","2,926.54","3.15B","-0.03%"
"09/25/2019","2,928.84","2,930.14","2,942.00","2,923.15","2.25B","-0.38%"
"09/24/2019","2,940.08","2,936.95","2,956.29","2,929.60","2.27B","0.31%"
"09/23/2019","2,930.91","2,955.26","2,955.26","2,916.43","2.38B","-1.10%"
"09/20/2019","2,963.43","2,964.92","2,970.72","2,956.92","3.02B","0.22%"
"09/19/2019","2,956.83","2,965.03","2,965.11","2,941.66","2.09B","0.08%"
"09/18/2019","2,954.36","2,947.97","2,967.86","2,947.68","2.34B","0.59%"
"09/17/2019","2,937.01","2,974.01","2,974.01","2,929.31","3.07B","-1.52%"
"09/16/2019","2,982.45","3,003.65","3,004.88","2,972.58","3.25B","-0.57%"
"09/12/2019","2,999.56","2,970.01","3,001.23","2,963.45","3.18B","1.43%"
"09/11/2019","2,957.14","2,978.97","2,980.66","2,946.57","3.52B","-0.43%"
"09/10/2019","2,969.80","2,987.51","2,988.06","2,958.31","3.60B","-0.40%"
"09/09/2019","2,981.59","3,004.80","3,008.67","2,974.23","3.87B","0.02%"
"09/06/2019","2,981.07","2,974.80","2,981.24","2,955.82","3.15B","0.85%"
"09/05/2019","2,955.84","2,938.14","2,988.21","2,938.14","5.29B","1.24%"
"09/04/2019","2,919.68","2,888.97","2,919.68","2,887.59","3.76B","0.95%"
"09/03/2019","2,892.18","2,897.29","2,900.76","2,878.10","2.59B","-0.10%"
"09/02/2019","2,894.96","2,871.29","2,902.41","2,866.75","2.98B","0.79%"
"08/30/2019","2,872.40","2,878.21","2,886.35","2,856.03","2.59B","0.59%"
"08/29/2019","2,855.45","2,867.77","2,871.63","2,843.28","2.24B","-0.40%"
"08/28/2019","2,867.03","2,883.35","2,887.85","2,860.71","2.36B","-0.70%"
"08/27/2019","2,887.24","2,883.42","2,915.84","2,881.00","3.57B","0.83%"
"08/26/2019","2,863.48","2,869.46","2,882.45","2,854.51","2.64B","-1.85%"
"08/23/2019","2,917.38","2,880.57","2,923.93","2,876.02","2.41B","1.37%"
"08/22/2019","2,878.00","2,878.73","2,881.06","2,862.44","2.05B","0.31%"
"08/21/2019","2,869.22","2,868.63","2,875.01","2,864.81","2.16B","-0.22%"
"08/20/2019","2,875.65","2,869.16","2,883.55","2,864.71","2.98B","-0.05%"
"08/19/2019","2,877.23","2,839.25","2,877.47","2,823.87","4.19B","1.88%"
"08/16/2019","2,824.23","2,817.27","2,846.26","2,805.81","2.41B","0.35%"
"08/15/2019","2,814.39","2,758.74","2,815.15","2,756.38","2.53B","0.36%"
"08/14/2019","2,804.36","2,827.04","2,831.34","2,803.86","2.61B","0.41%"
"08/13/2019","2,792.91","2,807.96","2,812.49","2,787.12","2.15B","-1.13%"
"08/12/2019","2,824.80","2,787.44","2,825.09","2,782.77","2.21B","1.90%"
"08/09/2019","2,772.15","2,800.44","2,802.81","2,767.14","2.54B","-0.53%"
"08/08/2019","2,786.87","2,771.45","2,790.14","2,768.71","2.94B","1.44%"
"08/07/2019","2,747.25","2,771.24","2,773.94","2,747.25","2.46B","-0.49%"
"08/06/2019","2,760.68","2,736.68","2,771.79","2,718.21","3.69B","-0.93%"
"08/05/2019","2,786.72","2,823.35","2,828.48","2,785.90","2.84B","-2.01%"
"08/02/2019","2,843.77","2,837.37","2,852.12","2,831.66","2.99B","-1.53%"
"08/01/2019","2,887.87","2,901.15","2,909.47","2,880.30","2.43B","-0.85%"
"07/31/2019","2,912.66","2,931.85","2,932.65","2,906.71","2.39B","-1.07%"
"07/30/2019","2,944.03","2,939.14","2,958.30","2,938.90","2.27B","0.46%"
"07/29/2019","2,930.49","2,936.64","2,938.73","2,922.68","2.24B","-0.30%"
"07/26/2019","2,939.35","2,918.11","2,943.07","2,918.01","2.35B","0.28%"
"07/25/2019","2,931.18","2,911.01","2,931.18","2,903.31","2.29B","0.85%"
"07/24/2019","2,906.55","2,894.94","2,923.40","2,894.59","2.60B","0.88%"
"07/23/2019","2,881.10","2,885.70","2,889.39","2,871.51","2.04B","-0.03%"
"07/22/2019","2,881.90","2,897.79","2,905.35","2,872.53","2.36B","-0.47%"
"07/19/2019","2,895.62","2,875.96","2,906.55","2,875.90","2.25B","1.28%"
"07/18/2019","2,859.16","2,869.73","2,872.24","2,859.07","1.95B","-0.55%"
"07/17/2019","2,875.03","2,877.49","2,892.34","2,866.47","1.81B","-0.33%"
"07/16/2019","2,884.56","2,900.05","2,905.11","2,881.40","1.74B","-0.62%"
"07/15/2019","2,902.61","2,885.98","2,920.16","2,850.10","2.82B","0.02%"
"07/12/2019","2,902.13","2,883.09","2,912.90","2,878.20","2.15B","0.50%"
"07/11/2019","2,887.83","2,897.47","2,918.94","2,879.64","2.12B","0.31%"
"07/10/2019","2,878.78","2,896.70","2,897.58","2,870.67","1.89B","-0.10%"
"07/09/2019","2,881.55","2,894.33","2,902.14","2,872.03","2.14B","-0.55%"
"07/08/2019","2,897.51","2,944.97","2,944.97","2,877.74","3.37B","-2.17%"
"07/05/2019","2,961.92","2,952.71","2,967.98","2,937.60","2.38B","0.29%"
"07/04/2019","2,953.27","2,966.33","2,974.80","2,939.97","3.29B","-0.39%"
"07/03/2019","2,964.73","2,990.05","2,990.05","2,953.70","3.39B","-1.15%"
"07/02/2019","2,999.08","3,000.78","3,003.88","2,988.47","3.46B","-0.13%"
"07/01/2019","3,002.94","2,984.65","3,011.91","2,978.75","4.26B","2.47%"
"06/28/2019","2,930.60","2,932.69","2,937.29","2,911.67","2.37B","-0.22%"
"06/27/2019","2,937.13","2,917.20","2,952.91","2,914.96","3.35B","1.16%"
"06/26/2019","2,903.49","2,896.76","2,915.24","2,891.00","2.40B","-0.23%"
"06/25/2019","2,910.12","2,946.02","2,946.71","2,875.37","3.82B","-1.34%"
"06/24/2019","2,949.52","2,942.51","2,958.02","2,931.67","2.90B","0.37%"
"06/21/2019","2,938.77","2,939.65","2,958.23","2,929.90","4.66B","-0.13%"
"06/20/2019","2,942.63","2,847.32","2,954.03","2,846.44","5.74B","3.51%"
"06/19/2019","2,842.74","2,872.07","2,879.23","2,842.42","4.12B","1.29%"
"06/18/2019","2,806.45","2,800.83","2,809.87","2,785.38","2.17B","0.46%"
"06/17/2019","2,793.70","2,785.47","2,813.45","2,785.47","2.05B","0.29%"
"06/14/2019","2,785.61","2,798.40","2,816.18","2,781.72","2.61B","-0.32%"
"06/13/2019","2,794.54","2,798.02","2,804.76","2,771.86","2.35B","-0.08%"
"06/12/2019","2,796.73","2,802.53","2,805.01","2,790.18","2.64B","-0.57%"
"06/11/2019","2,812.90","2,750.54","2,816.99","2,750.54","4.09B","2.53%"
"06/10/2019","2,743.37","2,717.91","2,752.88","2,712.16","2.71B","1.35%"
"06/06/2019","2,706.76","2,727.70","2,727.70","2,701.92","2.14B","-0.47%"
"06/05/2019","2,719.59","2,741.94","2,747.23","2,717.93","2.58B","-0.06%"
"06/04/2019","2,721.31","2,744.70","2,746.51","2,713.80","2.23B","-0.79%"
"06/03/2019","2,743.06","2,737.81","2,762.08","2,723.93","2.71B","0.52%"
"05/31/2019","2,728.95","2,740.30","2,762.39","2,728.95","2.22B","-0.51%"
"05/30/2019","2,742.96","2,748.43","2,752.69","2,721.88","2.44B","-0.47%"
"05/29/2019","2,755.81","2,728.44","2,780.31","2,724.85","2.49B","0.26%"
"05/28/2019","2,748.80","2,719.06","2,759.78","2,716.31","3.47B","0.97%"
"05/27/2019","2,722.33","2,696.26","2,731.30","2,667.38","2.72B","0.75%"
"05/24/2019","2,702.03","2,693.88","2,722.34","2,692.53","2.12B","0.60%"
"05/23/2019","2,685.93","2,710.57","2,713.94","2,679.54","2.78B","-1.46%"
"05/22/2019","2,725.73","2,739.11","2,745.86","2,714.65","2.32B","-0.51%"
"05/21/2019","2,739.79","2,717.87","2,764.48","2,712.04","2.70B","0.90%"
"05/20/2019","2,715.43","2,726.07","2,746.66","2,697.61","3.12B","-0.72%"
"05/17/2019","2,735.21","2,792.08","2,792.51","2,728.93","3.01B","-2.01%"
"05/16/2019","2,791.41","2,777.85","2,793.76","2,766.15","2.89B","0.28%"
"05/15/2019","2,783.54","2,743.78","2,797.15","2,743.78","3.07B","2.16%"
"05/14/2019","2,724.73","2,716.73","2,754.69","2,716.73","2.62B","-0.60%"
"05/13/2019","2,741.11","2,751.76","2,767.48","2,736.84","2.66B","-1.88%"
"05/10/2019","2,793.76","2,731.58","2,798.87","2,698.81","3.95B","3.52%"
"05/09/2019","2,698.78","2,740.35","2,748.01","2,686.47","3.08B","-2.16%"
"05/08/2019","2,758.24","2,753.61","2,796.47","2,750.93","3.04B","-1.71%"
"05/07/2019","2,806.26","2,814.47","2,833.20","2,777.73","3.54B","0.04%"
"05/06/2019","2,805.04","2,853.88","2,867.60","2,768.80","6.24B","-4.76%"
"04/30/2019","2,945.24","2,935.24","2,955.88","2,919.49","3.21B","0.20%"
"04/29/2019","2,939.41","2,906.47","2,968.16","2,899.83","3.92B","1.61%"
"04/26/2019","2,892.86","2,913.77","2,930.21","2,892.53","3.66B","-1.20%"
"04/25/2019","2,927.99","2,962.74","2,973.22","2,924.02","3.89B","-1.58%"
"04/24/2019","2,974.85","2,989.96","3,001.53","2,933.53","3.54B","-0.13%"
"04/23/2019","2,978.85","2,968.00","3,007.35","2,964.98","4.11B","0.28%"
"04/22/2019","2,970.49","3,047.43","3,048.82","2,962.36","5.68B","-2.36%"
"04/19/2019","3,042.43","3,013.67","3,043.93","2,989.55","3.99B","1.25%"
"04/18/2019","3,004.92","3,014.91","3,019.54","2,993.27","3.97B","-0.41%"
"04/17/2019","3,017.42","3,017.39","3,035.41","2,996.76","5.00B","-0.19%"
"04/16/2019","3,023.03","2,914.99","3,023.03","2,909.66","7.08B","3.35%"
"04/15/2019","2,924.93","2,973.02","2,999.33","2,924.60","5.84B","0.15%"
"04/12/2019","2,920.52","2,920.55","2,933.45","2,903.27","3.25B","-0.27%"
"04/11/2019","2,928.43","2,982.39","3,000.10","2,920.19","4.28B","-1.70%"
"04/10/2019","2,979.10","2,957.27","2,996.41","2,941.35","4.87B","0.39%"
"04/09/2019","2,967.51","2,968.08","2,980.12","2,948.31","5.08B","0.18%"
"04/08/2019","2,962.27","2,978.50","3,007.83","2,938.65","7.45B","0.35%"
"04/04/2019","2,951.98","2,927.10","2,959.59","2,921.20","7.30B","1.10%"
"04/03/2019","2,920.00","2,869.85","2,923.92","2,865.30","6.47B","1.09%"
"04/02/2019","2,888.53","2,900.63","2,903.87","2,878.39","6.12B","-0.14%"
"04/01/2019","2,892.62","2,860.14","2,906.15","2,860.14","7.79B","1.91%"
"03/29/2019","2,838.51","2,747.54","2,845.23","2,746.11","5.97B","3.82%"
"03/28/2019","2,733.97","2,728.04","2,742.70","2,709.39","3.18B","-0.28%"
"03/27/2019","2,741.59","2,721.14","2,751.72","2,714.09","3.35B","1.31%"
"03/26/2019","2,706.15","2,737.37","2,739.29","2,693.91","4.01B","-0.44%"
"03/25/2019","2,718.18","2,757.81","2,765.84","2,717.29","5.21B","-2.76%"
"03/22/2019","2,795.39","2,804.72","2,813.52","2,771.96","3.60B","-0.27%"
"03/21/2019","2,802.96","2,816.45","2,822.63","2,799.83","4.36B","-0.35%"
"03/20/2019","2,812.92","2,799.32","2,831.63","2,787.28","4.03B","0.21%"
"03/19/2019","2,806.90","2,830.24","2,842.45","2,797.72","4.35B","-0.65%"
"03/18/2019","2,825.18","2,763.23","2,827.26","2,749.20","6.16B","2.52%"
"03/15/2019","2,755.81","2,736.00","2,783.51","2,735.86","4.41B","0.98%"
"03/14/2019","2,729.13","2,720.19","2,752.66","2,716.27","4.35B","0.19%"
"03/13/2019","2,723.96","2,731.50","2,747.96","2,699.98","5.41B","0.15%"
"03/12/2019","2,719.77","2,730.53","2,759.61","2,704.69","6.49B","0.41%"
"03/11/2019","2,708.60","2,683.76","2,714.09","2,670.79","5.20B","0.86%"
"03/08/2019","2,685.59","2,731.53","2,753.55","2,684.20","7.20B","-3.73%"
"03/07/2019","2,789.70","2,831.36","2,831.36","2,773.35","7.33B","-1.78%"
"03/06/2019","2,840.27","2,827.86","2,847.38","2,797.50","6.95B","0.40%"
"03/05/2019","2,828.87","2,829.50","2,835.11","2,807.12","6.03B","-0.13%"
"03/04/2019","2,832.59","2,839.40","2,907.82","2,816.98","9.22B","0.47%"
"03/01/2019","2,819.47","2,764.95","2,819.47","2,747.21","5.61B","2.75%"
"02/28/2019","2,743.97","2,749.87","2,767.86","2,733.03","4.63B","-0.23%"
"02/27/2019","2,750.34","2,739.11","2,794.93","2,722.31","7.55B","0.60%"
"02/26/2019","2,733.90","2,781.31","2,804.16","2,729.48","8.72B","-1.93%"
"02/25/2019","2,787.70","2,652.91","2,788.67","2,652.91","9.69B","6.28%"
"02/22/2019","2,623.07","2,576.00","2,623.09","2,555.73","4.14B","1.78%"
"02/21/2019","2,577.23","2,586.74","2,615.47","2,569.48","3.53B","-0.42%"
"02/20/2019","2,588.17","2,593.79","2,599.55","2,569.98","3.00B","0.35%"
"02/19/2019","2,579.05","2,586.86","2,614.36","2,568.18","3.79B","-0.15%"
"02/18/2019","2,582.85","2,540.53","2,583.40","2,540.30","3.74B","2.60%"
"02/15/2019","2,517.46","2,566.34","2,568.79","2,515.89","3.03B","-2.28%"
"02/14/2019","2,576.31","2,572.64","2,585.51","2,564.87","2.77B","-0.17%"
"02/13/2019","2,580.61","2,538.42","2,587.88","2,528.23","3.98B","1.87%"
"02/12/2019","2,533.18","2,528.10","2,537.29","2,515.03","2.55B","0.23%"
"02/11/2019","2,527.47","2,485.50","2,528.38","2,484.65","2.52B","1.11%"
"02/01/2019","2,499.64","2,502.10","2,503.55","2,479.34","2.20B","0.65%"
"01/31/2019","2,483.47","2,454.64","2,487.10","2,450.18","2.67B","1.78%"
"01/30/2019","2,440.01","2,445.86","2,462.61","2,439.33","1.78B","-0.65%"
"01/29/2019","2,455.90","2,433.31","2,461.52","2,423.46","2.19B","0.77%"
"01/28/2019","2,437.03","2,455.28","2,473.12","2,429.88","2.35B","-0.19%"
"01/25/2019","2,441.64","2,419.26","2,453.67","2,418.01","2.57B","1.25%"
"01/24/2019","2,411.56","2,401.38","2,414.89","2,385.10","2.04B","0.61%"
"01/23/2019","2,397.05","2,397.41","2,414.02","2,392.64","1.63B","-0.17%"
"01/22/2019","2,401.23","2,430.43","2,430.43","2,394.18","1.94B","-1.29%"
"01/21/2019","2,432.49","2,418.00","2,443.23","2,418.00","2.62B","0.63%"
"01/18/2019","2,417.36","2,385.62","2,422.03","2,380.56","3.01B","1.94%"
"01/17/2019","2,371.35","2,388.59","2,396.80","2,370.58","2.16B","-0.41%"
"01/16/2019","2,381.22","2,375.17","2,385.22","2,366.34","1.81B","0.12%"
"01/15/2019","2,378.37","2,337.70","2,380.60","2,332.41","2.25B","2.03%"
"01/14/2019","2,331.14","2,350.26","2,354.31","2,330.00","1.65B","-0.99%"
"01/11/2019","2,354.50","2,342.02","2,360.06","2,334.91","1.84B","0.97%"
"01/10/2019","2,331.85","2,333.22","2,345.33","2,321.30","2.23B","-0.04%"
"01/09/2019","2,332.72","2,320.91","2,360.36","2,318.44","2.87B","1.20%"
"01/08/2019","2,305.17","2,312.17","2,312.17","2,298.95","1.81B","-0.40%"
"01/07/2019","2,314.32","2,329.03","2,331.60","2,306.90","2.53B","-0.01%"
"01/04/2019","2,314.65","2,252.74","2,316.35","2,249.37","2.59B","2.00%"
"01/03/2019","2,269.24","2,259.48","2,287.78","2,253.94","1.89B","0.29%"
"01/02/2019","2,262.79","2,298.18","2,301.06","2,252.75","2.09B","-1.32%"
"12/28/2018","2,293.10","2,279.70","2,305.91","2,278.25","2.43B","0.75%"
"12/27/2018","2,276.06","2,310.81","2,313.05","2,275.04","2.68B","-0.24%"
"12/26/2018","2,281.56","2,293.29","2,303.20","2,278.29","1.58B","-0.69%"
"12/25/2018","2,297.33","2,285.66","2,308.61","2,256.47","2.40B","-0.52%"
"12/24/2018","2,309.23","2,293.75","2,311.73","2,286.99","1.83B","0.13%"
"12/21/2018","2,306.15","2,325.98","2,327.44","2,288.40","2.48B","-1.23%"
"12/20/2018","2,334.92","2,363.00","2,372.37","2,319.10","2.69B","-1.46%"
"12/19/2018","2,369.55","2,401.91","2,403.89","2,366.40","1.87B","-1.18%"
"12/18/2018","2,397.87","2,409.58","2,427.68","2,388.98","2.07B","-1.16%"
"12/17/2018","2,425.94","2,420.58","2,430.89","2,409.01","2.12B","0.11%"
"12/14/2018","2,423.38","2,446.81","2,448.80","2,423.09","2.59B","-1.40%"
"12/13/2018","2,457.90","2,429.39","2,469.70","2,423.57","2.81B","1.43%"
"12/12/2018","2,423.32","2,437.61","2,437.61","2,414.33","1.42B","0.32%"
"12/11/2018","2,415.58","2,408.92","2,420.52","2,405.87","1.29B","0.29%"
"12/10/2018","2,408.61","2,410.17","2,425.74","2,399.32","1.76B","-0.91%"
"12/07/2018","2,430.72","2,441.38","2,444.98","2,427.89","1.45B","-0.15%"
"12/06/2018","2,434.49","2,453.56","2,460.23","2,431.86","2.17B","-1.91%"
"12/05/2018","2,481.79","2,467.56","2,492.32","2,465.25","2.05B","-0.57%"
"12/04/2018","2,496.14","2,488.58","2,496.81","2,476.91","2.38B","0.32%"
"12/03/2018","2,488.06","2,492.43","2,500.57","2,467.94","3.54B","2.47%"
"11/30/2018","2,428.04","2,403.23","2,430.65","2,402.54","1.93B","1.09%"
"11/29/2018","2,401.85","2,437.92","2,441.42","2,401.85","1.98B","-0.80%"
"11/28/2018","2,421.13","2,396.30","2,426.66","2,394.25","1.71B","1.12%"
"11/27/2018","2,394.29","2,407.23","2,416.44","2,387.93","1.50B","-0.32%"
"11/26/2018","2,401.90","2,409.47","2,423.46","2,393.98","1.62B","0.11%"
"11/23/2018","2,399.20","2,433.53","2,441.32","2,398.73","2.12B","-1.58%"
"11/22/2018","2,437.64","2,455.77","2,456.91","2,426.12","1.64B","-0.56%"
"11/21/2018","2,451.27","2,425.72","2,454.46","2,425.23","2.19B","0.18%"
"11/20/2018","2,446.79","2,475.23","2,484.01","2,441.85","2.69B","-1.82%"
"11/19/2018","2,492.08","2,466.43","2,492.08","2,461.80","2.97B","1.24%"
"11/16/2018","2,461.44","2,458.48","2,482.44","2,443.12","3.15B","0.09%"
"11/15/2018","2,459.14","2,430.19","2,459.43","2,427.07","2.47B","1.20%"
"11/14/2018","2,429.99","2,462.18","2,462.18","2,425.97","2.70B","-1.34%"
"11/13/2018","2,462.97","2,415.30","2,474.82","2,413.78","2.77B","0.74%"
"11/12/2018","2,444.97","2,426.83","2,447.46","2,419.97","2.29B","0.44%"
"11/09/2018","2,434.21","2,469.89","2,469.89","2,434.08","2.80B","-2.08%"
"11/08/2018","2,486.00","2,507.59","2,511.00","2,480.33","2.03B","0.15%"
